dur,proto,state,stos,dtos,tot_pkts,tot_bytes,src_bytes,BinaryLabel
66.7067,2,14,0.0,0.0,21,11191,2044,0
0.307382,2,14,0.0,0.0,12,2801,1939,0
0.00024,3,1,0.0,0.0,2,244,81,0
0.000376,3,1,0.0,0.0,2,280,81,0
0.404056,2,14,0.0,0.0,27,20043,1187,0
0.000234,3,1,0.0,0.0,2,293,80,0
0.002374,3,1,0.0,0.0,2,426,80,0
495.28906,2,14,0.0,0.0,184,176652,14723,0
3371.0935,2,14,0.0,0.0,4720,4852734,240752,0
495.2891,2,14,0.0,0.0,59,29583,10324,0
495.28903,2,14,0.0,0.0,119,92712,15222,0
495.289,2,14,0.0,0.0,88,62554,14551,0
0.018495,2,9,0.0,0.0,8,544,272,0
0.000229,3,1,0.0,0.0,2,246,71,0
0.014706,3,1,0.0,0.0,2,240,71,0
0.000369,3,1,0.0,0.0,2,400,74,0
0.017966,2,9,0.0,0.0,6,412,272,0
0.000263,3,1,0.0,0.0,2,244,81,0
0.000265,3,1,0.0,0.0,2,280,81,0
0.20954,2,14,0.0,0.0,10,1218,549,0
0.000262,3,1,0.0,0.0,2,400,74,0
0.018579,2,9,0.0,0.0,6,412,272,0
0.017489,2,9,0.0,0.0,6,412,272,0
0.019286,3,1,0.0,0.0,2,232,79,0
0.000363,3,1,0.0,0.0,2,574,79,0
240.09604,2,14,0.0,0.0,55,32369,30247,0
0.018223,2,9,0.0,0.0,6,412,272,0
0.000222,3,1,0.0,0.0,2,244,81,0
0.200031,2,14,0.0,0.0,10,1219,549,0
0.000274,3,1,0.0,0.0,2,400,74,0
0.01832,2,9,0.0,0.0,6,412,272,0
0.018396,2,9,0.0,0.0,6,412,272,0
0.000346,3,1,0.0,0.0,2,246,71,0
0.000298,3,1,0.0,0.0,2,240,71,0
1129.4039,2,9,0.0,0.0,6,412,272,0
0.017997,2,9,0.0,0.0,6,412,272,0
0.000292,3,1,0.0,0.0,2,244,81,0
0.000329,3,1,0.0,0.0,2,280,81,0
0.212341,2,14,0.0,0.0,10,1219,549,0
0.018431,2,9,0.0,0.0,7,478,272,0
0.01812,2,9,0.0,0.0,6,412,272,0
0.000279,3,1,0.0,0.0,2,225,82,0
0.000369,3,1,0.0,0.0,2,225,82,0
0.036257,3,1,0.0,0.0,2,340,82,0
0.201873,2,49,0.0,0.0,19,7281,1264,0
0.000352,3,1,0.0,0.0,2,340,82,0
0.261421,2,14,0.0,0.0,25,6993,1853,0
0.000232,3,1,0.0,0.0,2,225,82,0
0.000183,3,1,0.0,0.0,2,225,82,0
0.000408,3,1,0.0,0.0,2,340,82,0
0.17561,2,49,0.0,0.0,20,7347,1330,0
0.000282,3,1,0.0,0.0,2,400,74,0
0.017723,2,9,0.0,0.0,6,412,272,0
0.000221,3,1,0.0,0.0,2,244,81,0
0.000302,3,1,0.0,0.0,2,280,81,0
0.225115,2,14,0.0,0.0,10,1219,549,0
0.018172,2,9,0.0,0.0,6,412,272,0
0.00037,3,1,0.0,0.0,2,210,80,0
0.251479,2,14,0.0,0.0,15,2044,875,0
0.35047,2,14,0.0,0.0,16,2649,1142,0
0.685282,2,14,0.0,0.0,15,2064,895,0
0.259874,2,14,0.0,0.0,16,2649,1142,0
0.25402,2,14,0.0,0.0,16,2677,1162,0
0.404671,2,14,0.0,0.0,16,2677,1162,0
0.018421,2,9,0.0,0.0,6,412,272,0
0.000411,3,1,0.0,0.0,2,246,71,0
0.000324,3,1,0.0,0.0,2,240,71,0
0.000327,3,1,0.0,0.0,2,244,81,0
0.000239,3,1,0.0,0.0,2,280,81,0
0.206948,2,14,0.0,0.0,10,1219,549,0
0.018056,2,9,0.0,0.0,6,412,272,0
0.018181,2,9,0.0,0.0,6,412,272,0
0.000217,3,1,0.0,0.0,2,400,74,0
0.000329,3,1,0.0,0.0,2,400,74,0
0.018911,2,9,0.0,0.0,6,412,272,0
0.000231,3,1,0.0,0.0,2,215,73,0
0.000368,3,1,0.0,0.0,2,557,73,0
240.09459,2,14,0.0,0.0,46,16953,3467,0
0.000266,3,1,0.0,0.0,2,280,81,0
0.195128,2,14,0.0,0.0,10,1218,549,0
0.018815,2,9,0.0,0.0,6,412,272,0
0.018916,2,9,0.0,0.0,6,412,272,0
0.000302,3,1,0.0,0.0,2,221,72,0
0.000363,3,1,0.0,0.0,2,257,72,0
1.064063,2,14,0.0,0.0,11,2271,1622,0
0.000254,3,1,0.0,0.0,2,202,71,0
0.000148,3,1,0.0,0.0,2,202,71,0
0.000355,3,1,0.0,0.0,2,303,71,0
0.215331,2,14,0.0,0.0,12,2922,2019,0
0.10552,3,1,0.0,0.0,2,202,71,0
0.000203,3,1,0.0,0.0,2,202,71,0
0.000362,3,1,0.0,0.0,2,303,71,0
258.5259,2,14,0.0,0.0,4341,4637033,75267,0
65.38481,2,14,0.0,0.0,20,10998,1976,0
0.332647,2,14,0.0,0.0,12,2799,1941,0
0.000261,3,1,0.0,0.0,2,244,81,0
0.246836,2,14,0.0,0.0,11,3016,844,0
0.000456,3,1,0.0,0.0,2,400,74,0
0.018326,2,9,0.0,0.0,7,478,272,0
0.00029,3,1,0.0,0.0,2,246,71,0
0.000296,3,1,0.0,0.0,2,240,71,0
0.000194,3,1,0.0,0.0,2,244,81,0
0.000285,3,1,0.0,0.0,2,280,81,0
0.238936,2,14,0.0,0.0,10,1219,549,0
0.000601,3,1,0.0,0.0,2,400,74,0
0.018357,2,9,0.0,0.0,6,412,272,0
0.000482,3,1,0.0,0.0,2,400,74,0
0.01761,2,9,0.0,0.0,6,412,272,0
0.0003,3,1,0.0,0.0,2,227,75,0
0.000487,3,1,0.0,0.0,2,377,75,0
258.25366,2,14,0.0,0.0,45,8783,5971,0
0.018122,2,9,0.0,0.0,7,478,272,0
0.000181,3,1,0.0,0.0,2,244,81,0
0.000344,3,1,0.0,0.0,2,280,81,0
0.254769,2,14,0.0,0.0,10,1219,549,0
0.000287,3,1,0.0,0.0,2,400,74,0
0.018108,2,9,0.0,0.0,6,412,272,0
0.019333,2,9,0.0,0.0,6,412,272,0
0.018589,2,9,0.0,0.0,6,412,272,0
0.000249,3,1,0.0,0.0,2,244,81,0
0.0003,3,1,0.0,0.0,2,280,81,0
0.206365,2,14,0.0,0.0,10,1219,549,0
0.000303,3,1,0.0,0.0,2,246,71,0
0.000327,3,1,0.0,0.0,2,240,71,0
0.018469,2,9,0.0,0.0,7,478,272,0
0.000453,3,1,0.0,0.0,2,400,74,0
0.018221,2,9,0.0,0.0,6,412,272,0
0.000403,3,1,0.0,0.0,2,400,74,0
0.018011,2,9,0.0,0.0,6,412,272,0
0.000307,3,1,0.0,0.0,2,244,81,0
0.000335,3,1,0.0,0.0,2,280,81,0
0.220665,2,14,0.0,0.0,10,1219,549,0
0.018161,2,9,0.0,0.0,6,412,272,0
0.000897,3,1,0.0,0.0,2,400,74,0
0.001561,3,1,0.0,0.0,2,400,74,0
0.018612,2,9,0.0,0.0,6,412,272,0
0.000509,3,1,0.0,0.0,2,400,74,0
0.018958,2,9,0.0,0.0,7,478,272,0
0.000257,3,1,0.0,0.0,2,244,81,0
0.000262,3,1,0.0,0.0,2,280,81,0
0.221468,2,14,0.0,0.0,10,1219,549,0
0.000494,3,1,0.0,0.0,2,400,74,0
0.018269,2,9,0.0,0.0,6,412,272,0
0.131817,3,1,0.0,0.0,2,246,71,0
0.015536,3,1,0.0,0.0,2,240,71,0
0.00031,3,1,0.0,0.0,2,400,74,0
0.018031,2,9,0.0,0.0,6,412,272,0
0.01796,2,9,0.0,0.0,6,412,272,0
0.000294,3,1,0.0,0.0,2,280,81,0
0.2195,2,14,0.0,0.0,10,1219,549,0
0.000751,3,1,0.0,0.0,2,400,74,0
0.001035,3,1,0.0,0.0,2,400,74,0
0.018235,2,9,0.0,0.0,7,478,272,0
0.018238,2,9,0.0,0.0,7,478,272,0
0.000371,3,1,0.0,0.0,2,400,74,0
0.018311,2,9,0.0,0.0,6,412,272,0
0.000275,3,1,0.0,0.0,2,244,81,0
0.000325,3,1,0.0,0.0,2,280,81,0
0.234896,2,14,0.0,0.0,10,1219,549,0
0.000245,3,1,0.0,0.0,2,400,74,0
0.018338,2,9,0.0,0.0,7,478,272,0
0.000159,3,1,0.0,0.0,2,246,71,0
0.017794,2,9,0.0,0.0,7,478,272,0
0.000286,3,1,0.0,0.0,2,400,74,0
0.000291,3,1,0.0,0.0,2,244,81,0
0.000459,3,1,0.0,0.0,2,280,81,0
0.201017,2,14,0.0,0.0,10,1219,549,0
0.000283,3,1,0.0,0.0,2,400,74,0
0.018207,2,9,0.0,0.0,7,478,272,0
0.018134,2,9,0.0,0.0,6,412,272,0
0.272068,2,14,0.0,0.0,15,2044,875,0
0.319811,2,14,0.0,0.0,16,2649,1142,0
0.231989,2,14,0.0,0.0,15,2064,895,0
0.289396,2,14,0.0,0.0,16,2677,1162,0
0.285437,2,14,0.0,0.0,16,2649,1142,0
0.280027,2,14,0.0,0.0,16,2677,1162,0
0.000649,3,1,0.0,0.0,2,400,74,0
0.017995,2,9,0.0,0.0,6,412,272,0
0.000239,3,1,0.0,0.0,2,244,81,0
0.000355,3,1,0.0,0.0,2,280,81,0
0.206936,2,14,0.0,0.0,10,1219,549,0
0.018108,2,9,0.0,0.0,7,478,272,0
0.000436,3,1,0.0,0.0,2,246,71,0
0.000238,3,1,0.0,0.0,2,240,71,0
0.000392,3,1,0.0,0.0,2,400,74,0
0.01784,2,9,0.0,0.0,7,478,272,0
0.000278,3,1,0.0,0.0,2,216,83,0
0.000306,3,1,0.0,0.0,2,216,83,0
0.000226,3,1,0.0,0.0,2,304,83,0
0.000251,3,1,0.0,0.0,2,259,92,0
0.000243,3,1,0.0,0.0,2,259,92,0
0.000315,3,1,0.0,0.0,2,259,92,0
0.000249,3,1,0.0,0.0,2,259,92,0
0.000287,3,1,0.0,0.0,2,244,73,0
0.000473,3,1,0.0,0.0,2,426,73,0
263.73492,2,14,0.0,0.0,62,27053,9453,0
2.535889,2,23,0.0,0.0,53,28376,8523,0
8.3621,2,25,0.0,0.0,55,35990,5451,0
0.000304,3,1,0.0,0.0,2,259,92,0
7.531701,2,23,0.0,0.0,18,5050,3056,0
0.000363,3,1,0.0,0.0,2,223,72,0
2.919883,2,25,0.0,0.0,29,16338,2130,0
0.000406,3,1,0.0,0.0,2,207,75,0
263.73428,2,14,0.0,0.0,101,51058,15443,0
0.000332,3,1,0.0,0.0,2,565,72,0
0.000193,3,1,0.0,0.0,2,207,75,0
0.000317,3,1,0.0,0.0,2,309,75,0
0.000222,3,1,0.0,0.0,2,259,92,0
13.716289,2,9,0.0,0.0,7,478,272,0
13.716277,2,9,0.0,0.0,6,412,272,0
0.000233,3,1,0.0,0.0,2,259,92,0
0.000387,3,1,0.0,0.0,2,202,71,0
0.000155,3,1,0.0,0.0,2,202,71,0
0.000318,3,1,0.0,0.0,2,303,71,0
0.206279,2,14,0.0,0.0,12,2920,2022,0
0.29284,2,14,0.0,0.0,11,3736,1736,0
0.000508,3,1,0.0,0.0,2,266,80,0
0.000504,3,1,0.0,0.0,2,200,75,0
0.000388,3,1,0.0,0.0,2,190,70,0
0.000372,3,1,0.0,0.0,2,190,70,0
0.00049,3,1,0.0,0.0,2,432,80,0
0.000502,3,1,0.0,0.0,2,200,75,0
0.000332,3,1,0.0,0.0,2,372,70,0
0.000372,3,1,0.0,0.0,2,334,75,0
0.000265,3,1,0.0,0.0,2,256,76,0
0.000258,3,1,0.0,0.0,2,229,74,0
0.000438,3,1,0.0,0.0,2,377,75,0
0.00056,3,1,0.0,0.0,2,438,76,0
0.000726,3,1,0.0,0.0,2,571,74,0
0.000237,3,1,0.0,0.0,2,248,74,0
0.00027,3,1,0.0,0.0,2,268,79,0
0.144965,3,1,0.0,0.0,2,150,75,0
0.000426,3,1,0.0,0.0,2,590,74,0
0.000612,3,1,0.0,0.0,2,610,79,0
0.000242,3,1,0.0,0.0,2,229,79,0
0.000375,3,1,0.0,0.0,2,238,77,0
0.000448,3,1,0.0,0.0,2,404,77,0
0.000574,3,1,0.0,0.0,2,571,79,0
0.000243,3,1,0.0,0.0,2,223,76,0
0.000281,3,1,0.0,0.0,2,263,79,0
0.000394,3,1,0.0,0.0,2,565,76,0
0.000674,3,1,0.0,0.0,2,605,79,0
0.000386,3,1,0.0,0.0,2,232,75,0
0.000227,3,1,0.0,0.0,2,218,74,0
0.000356,3,1,0.0,0.0,2,400,74,0
0.000524,3,1,0.0,0.0,2,574,75,0
0.000254,3,1,0.0,0.0,2,234,75,0
0.00037,3,1,0.0,0.0,2,576,75,0
0.000212,3,1,0.0,0.0,2,240,78,0
0.000358,3,1,0.0,0.0,2,582,78,0
219.64017,2,23,0.0,0.0,45,14848,9884,0
0.14515,3,1,0.0,0.0,2,150,75,0
0.144761,3,1,0.0,0.0,2,150,75,0
0.144316,3,1,0.0,0.0,2,150,75,0
0.000395,3,1,0.0,0.0,2,542,75,0
0.000183,3,1,0.0,0.0,2,221,72,0
0.000328,3,1,0.0,0.0,2,257,72,0
1.075045,2,14,0.0,0.0,11,2271,1622,0
0.131066,3,1,0.0,0.0,2,202,71,0
0.00032,3,1,0.0,0.0,2,202,71,0
0.000296,3,1,0.0,0.0,2,303,71,0
302.25385,2,14,0.0,0.0,5048,5385693,87477,0
66.89988,2,43,0.0,0.0,8,1926,1654,0
0.207191,2,14,0.0,0.0,12,2824,1956,0
0.141099,3,1,0.0,0.0,2,285,77,0
0.000337,3,1,0.0,0.0,2,244,81,0
0.000357,3,1,0.0,0.0,2,280,81,0
0.652033,2,14,0.0,0.0,29,23374,1102,0
0.020142,3,1,0.0,0.0,2,425,77,0
12.286804,2,14,0.0,0.0,25,11880,1292,0
0.000354,3,1,0.0,0.0,2,232,76,0
0.000368,3,1,0.0,0.0,2,223,76,0
0.004242,3,1,0.0,0.0,2,164,82,0
0.000641,3,1,0.0,0.0,2,324,76,0
0.000842,3,1,0.0,0.0,2,565,76,0
0.002301,3,1,0.0,0.0,2,150,75,0
0.000964,3,1,0.0,0.0,2,266,90,0
0.000435,3,1,0.0,0.0,2,368,90,0
0.002144,3,1,0.0,0.0,2,150,75,0
0.000328,3,1,0.0,0.0,2,197,76,0
0.002515,3,1,0.0,0.0,2,164,82,0
0.000369,3,1,0.0,0.0,2,197,76,0
0.000435,3,1,0.0,0.0,2,206,76,0
0.271131,3,1,0.0,0.0,2,214,78,0
0.002834,3,1,0.0,0.0,2,233,75,0
0.002008,3,1,0.0,0.0,2,225,82,0
0.00015,3,1,0.0,0.0,2,208,75,0
0.098661,3,1,0.0,0.0,2,227,82,0
0.000274,3,1,0.0,0.0,2,208,75,0
0.002495,3,1,0.0,0.0,2,247,75,0
0.037615,3,1,0.0,0.0,2,221,76,0
0.006069,3,1,0.0,0.0,2,307,76,0
0.000186,3,1,0.0,0.0,2,227,82,0
0.039255,3,1,0.0,0.0,2,296,82,0
0.000279,3,1,0.0,0.0,2,214,78,0
0.12502,3,1,0.0,0.0,2,251,78,0
0.000223,3,1,0.0,0.0,2,232,76,0
0.006146,3,1,0.0,0.0,2,227,81,0
0.000454,3,1,0.0,0.0,2,324,76,0
0.2918,3,1,0.0,0.0,2,271,71,0
0.515705,3,1,0.0,0.0,2,261,84,0
0.002297,3,1,0.0,0.0,2,265,81,0
0.31176,3,1,0.0,0.0,2,250,85,0
0.00168,3,1,0.0,0.0,2,404,71,0
0.11202,3,1,0.0,0.0,2,236,80,0
0.142324,3,1,0.0,0.0,2,250,85,0
0.146771,3,1,0.0,0.0,2,261,80,0
0.007752,3,1,0.0,0.0,2,231,76,0
0.002303,3,1,0.0,0.0,2,222,76,0
0.022765,3,1,0.0,0.0,2,216,80,0
0.000226,3,1,0.0,0.0,2,216,80,0
0.000275,3,1,0.0,0.0,2,358,80,0
0.010342,3,1,0.0,0.0,2,250,78,0
0.001411,3,1,0.0,0.0,2,290,78,0
0.201093,3,1,0.0,0.0,2,316,84,0
0.000336,3,1,0.0,0.0,2,206,78,0
0.002116,3,1,0.0,0.0,2,237,73,0
0.000246,3,1,0.0,0.0,2,206,78,0
0.020308,3,1,0.0,0.0,2,308,78,0
0.000463,3,1,0.0,0.0,2,262,73,0
0.2164,3,1,0.0,0.0,2,223,75,0
0.000321,3,1,0.0,0.0,2,259,92,0
255.96455,2,14,0.0,0.0,64,28195,9526,0
9.568489,2,23,0.0,0.0,34,19294,3545,0
15.948948,2,9,0.0,0.0,6,412,272,0
15.948919,2,9,0.0,0.0,6,412,272,0
0.000303,3,1,0.0,0.0,2,259,92,0
0.00026,3,1,0.0,0.0,2,259,92,0
0.000206,3,1,0.0,0.0,2,259,92,0
0.030328,3,1,0.0,0.0,2,226,79,0
0.000221,3,1,0.0,0.0,2,226,79,0
0.015028,3,1,0.0,0.0,2,320,79,0
0.141884,3,1,0.0,0.0,2,229,86,0
0.094185,3,1,0.0,0.0,2,213,79,0
35.827034,2,16,0.0,0.0,50,31080,4439,0
0.000262,3,1,0.0,0.0,2,213,79,0
0.041779,3,1,0.0,0.0,2,252,79,0
0.022544,3,1,0.0,0.0,2,210,79,0
0.00012,3,1,0.0,0.0,2,229,86,0
0.038245,3,1,0.0,0.0,2,263,86,0
0.000321,3,1,0.0,0.0,2,230,78,0
0.000308,3,1,0.0,0.0,2,322,78,0
5.747172,2,14,0.0,0.0,11,1624,997,0
15.747591,2,16,0.0,0.0,14,2626,1648,0
0.000246,3,1,0.0,0.0,2,223,75,0
0.038285,3,1,0.0,0.0,2,244,75,0
15.745379,2,16,0.0,0.0,73,72043,3704,0
15.740643,2,16,0.0,0.0,20,8543,1694,0
0.000278,3,1,0.0,0.0,2,210,79,0
0.159117,3,1,0.0,0.0,2,214,79,0
0.054267,3,1,0.0,0.0,2,221,82,0
0.000224,3,1,0.0,0.0,2,221,82,0
0.024321,3,1,0.0,0.0,2,308,82,0
0.000287,3,1,0.0,0.0,2,211,80,0
0.000227,3,1,0.0,0.0,2,211,80,0
0.000253,3,1,0.0,0.0,2,305,80,0
25.570417,2,16,0.0,0.0,50,36272,2305,0
25.554567,2,16,0.0,0.0,17,4446,1496,0
0.0003,3,1,0.0,0.0,2,232,76,0
0.281391,3,1,0.0,0.0,2,154,77,0
0.000493,3,1,0.0,0.0,2,232,76,0
0.000509,3,1,0.0,0.0,2,324,76,0
0.000386,3,1,0.0,0.0,2,324,76,0
0.000211,3,1,0.0,0.0,2,232,76,0
0.000246,3,1,0.0,0.0,2,232,76,0
0.000277,3,1,0.0,0.0,2,324,76,0
0.000447,3,1,0.0,0.0,2,324,76,0
0.000214,3,1,0.0,0.0,2,240,81,0
0.000255,3,1,0.0,0.0,2,208,79,0
0.000174,3,1,0.0,0.0,2,208,79,0
0.01847,3,1,0.0,0.0,2,340,81,0
0.000423,3,1,0.0,0.0,2,276,79,0
0.000264,3,1,0.0,0.0,2,232,76,0
0.000426,3,1,0.0,0.0,2,324,76,0
0.000386,3,1,0.0,0.0,2,232,76,0
0.000347,3,1,0.0,0.0,2,324,76,0
0.000146,3,1,0.0,0.0,2,232,76,0
0.000273,3,1,0.0,0.0,2,324,76,0
0.000301,3,1,0.0,0.0,2,232,76,0
0.000411,3,1,0.0,0.0,2,324,76,0
0.000192,3,1,0.0,0.0,2,232,76,0
0.000354,3,1,0.0,0.0,2,324,76,0
0.000193,3,1,0.0,0.0,2,232,76,0
0.000361,3,1,0.0,0.0,2,324,76,0
0.000203,3,1,0.0,0.0,2,232,76,0
0.000298,3,1,0.0,0.0,2,324,76,0
0.000248,3,1,0.0,0.0,2,232,76,0
0.000407,3,1,0.0,0.0,2,324,76,0
0.000314,3,1,0.0,0.0,2,232,76,0
0.000293,3,1,0.0,0.0,2,324,76,0
0.000252,3,1,0.0,0.0,2,232,76,0
0.000323,3,1,0.0,0.0,2,324,76,0
0.000231,3,1,0.0,0.0,2,324,76,0
0.28369,3,1,0.0,0.0,2,152,76,0
0.000215,3,1,0.0,0.0,2,232,76,0
0.000322,3,1,0.0,0.0,2,324,76,0
0.282121,3,1,0.0,0.0,2,152,76,0
0.000389,3,1,0.0,0.0,2,234,78,0
0.000388,3,1,0.0,0.0,2,334,78,0
35.339203,2,16,0.0,0.0,21,5517,2353,0
0.28553,3,1,0.0,0.0,2,154,77,0
0.28434,3,1,0.0,0.0,2,152,76,0
0.283823,3,1,0.0,0.0,2,152,76,0
0.280424,3,1,0.0,0.0,2,154,77,0
0.284433,3,1,0.0,0.0,2,152,76,0
0.280187,3,1,0.0,0.0,2,152,76,0
0.280493,3,1,0.0,0.0,2,154,77,0
0.284479,3,1,0.0,0.0,2,152,76,0
0.28352,3,1,0.0,0.0,2,152,76,0
24.452026,2,16,0.0,0.0,34,17620,3644,0
0.018155,3,1,0.0,0.0,2,326,77,0
0.00028,3,1,0.0,0.0,2,232,76,0
0.000187,3,1,0.0,0.0,2,324,76,0
0.000357,3,1,0.0,0.0,2,232,76,0
0.0003,3,1,0.0,0.0,2,324,76,0
0.000235,3,1,0.0,0.0,2,232,76,0
0.000398,3,1,0.0,0.0,2,324,76,0
0.000455,3,1,0.0,0.0,2,232,76,0
0.000244,3,1,0.0,0.0,2,324,76,0
0.000221,3,1,0.0,0.0,2,232,76,0
0.000375,3,1,0.0,0.0,2,324,76,0
0.000267,3,1,0.0,0.0,2,232,76,0
0.000412,3,1,0.0,0.0,2,324,76,0
0.018357,3,1,0.0,0.0,2,324,76,0
0.000345,3,1,0.0,0.0,2,232,76,0
0.018142,3,1,0.0,0.0,2,324,76,0
0.000391,3,1,0.0,0.0,2,324,76,0
0.00029,3,1,0.0,0.0,2,232,76,0
0.000425,3,1,0.0,0.0,2,324,76,0
0.00027,3,1,0.0,0.0,2,232,76,0
0.000304,3,1,0.0,0.0,2,324,76,0
0.000349,3,1,0.0,0.0,2,232,76,0
0.000283,3,1,0.0,0.0,2,324,76,0
0.002092,3,1,0.0,0.0,2,204,67,0
0.00018,3,1,0.0,0.0,2,204,67,0
0.002145,3,1,0.0,0.0,2,250,67,0
0.000303,3,1,0.0,0.0,2,232,76,0
0.000446,3,1,0.0,0.0,2,324,76,0
0.000176,3,1,0.0,0.0,2,232,76,0
0.000369,3,1,0.0,0.0,2,324,76,0
0.000269,3,1,0.0,0.0,2,232,76,0
0.000349,3,1,0.0,0.0,2,324,76,0
0.000109,3,1,0.0,0.0,2,232,76,0
0.00037,3,1,0.0,0.0,2,324,76,0
0.000396,3,1,0.0,0.0,2,240,80,0
0.000274,3,1,0.0,0.0,2,232,76,0
0.000498,3,1,0.0,0.0,2,332,80,0
0.000499,3,1,0.0,0.0,2,324,76,0
0.280872,3,1,0.0,0.0,2,152,76,0
0.000373,3,1,0.0,0.0,2,232,76,0
0.000348,3,1,0.0,0.0,2,324,76,0
0.000241,3,1,0.0,0.0,2,232,76,0
0.000287,3,1,0.0,0.0,2,324,76,0
0.000427,3,1,0.0,0.0,2,324,76,0
0.000336,3,1,0.0,0.0,2,232,76,0
0.000263,3,1,0.0,0.0,2,232,76,0
0.000392,3,1,0.0,0.0,2,324,76,0
6.6e-05,3,1,0.0,0.0,2,227,83,0
0.000232,3,1,0.0,0.0,2,234,77,0
0.000292,3,1,0.0,0.0,2,227,83,0
0.000337,3,1,0.0,0.0,2,326,77,0
0.000313,3,1,0.0,0.0,2,294,83,0
0.00018,3,1,0.0,0.0,2,212,71,0
0.000305,3,1,0.0,0.0,2,212,71,0
0.000355,3,1,0.0,0.0,2,232,76,0
0.00033,3,1,0.0,0.0,2,324,76,0
0.000498,3,1,0.0,0.0,2,258,71,0
0.000215,3,1,0.0,0.0,2,216,76,0
0.000213,3,1,0.0,0.0,2,216,76,0
0.000311,3,1,0.0,0.0,2,250,76,0
0.000334,3,1,0.0,0.0,2,232,76,0
0.290143,3,1,0.0,0.0,2,154,77,0
0.000373,3,1,0.0,0.0,2,324,76,0
0.000212,3,1,0.0,0.0,2,232,76,0
0.000403,3,1,0.0,0.0,2,324,76,0
0.280422,3,1,0.0,0.0,2,154,77,0
24.195457,2,16,0.0,0.0,13,2449,921,0
0.000237,3,1,0.0,0.0,2,244,81,0
0.215562,2,14,0.0,0.0,10,1219,549,0
0.285024,3,1,0.0,0.0,2,152,76,0
0.280413,3,1,0.0,0.0,2,154,77,0
0.284027,3,1,0.0,0.0,2,154,77,0
0.280515,3,1,0.0,0.0,2,152,76,0
0.285508,3,1,0.0,0.0,2,154,77,0
0.282433,3,1,0.0,0.0,2,152,76,0
0.280156,3,1,0.0,0.0,2,154,77,0
0.283744,3,1,0.0,0.0,2,154,77,0
0.017918,3,1,0.0,0.0,2,324,76,0
0.115733,3,1,0.0,0.0,2,216,77,0
0.000445,3,1,0.0,0.0,2,216,77,0
0.131707,3,1,0.0,0.0,2,220,77,0
0.01806,3,1,0.0,0.0,2,326,77,0
0.017948,3,1,0.0,0.0,2,326,77,0
0.000273,3,1,0.0,0.0,2,254,87,0
0.000284,3,1,0.0,0.0,2,346,87,0
0.00021,3,1,0.0,0.0,2,259,92,0
0.00027,3,1,0.0,0.0,2,259,92,0
0.000198,3,1,0.0,0.0,2,259,92,0
0.000313,3,1,0.0,0.0,2,259,92,0
0.000321,3,1,0.0,0.0,2,266,80,0
0.000466,3,1,0.0,0.0,2,432,80,0
0.000431,3,1,0.0,0.0,2,400,74,0
0.018078,2,9,0.0,0.0,6,412,272,0
0.000369,3,1,0.0,0.0,2,227,75,0
0.000304,3,1,0.0,0.0,2,377,75,0
251.00363,2,14,0.0,0.0,40,6039,3740,0
247.37955,2,14,0.0,0.0,21,3235,2020,0
0.023011,3,1,0.0,0.0,2,326,77,0
0.000345,3,1,0.0,0.0,2,218,81,0
0.000412,3,1,0.0,0.0,2,232,76,0
0.000319,3,1,0.0,0.0,2,218,81,0
0.000481,3,1,0.0,0.0,2,324,76,0
0.000327,3,1,0.0,0.0,2,218,81,0
0.251307,3,1,0.0,0.0,2,224,76,0
0.000275,3,1,0.0,0.0,2,207,74,0
0.000304,3,1,0.0,0.0,2,207,74,0
0.000285,3,1,0.0,0.0,2,365,74,0
0.037414,3,1,0.0,0.0,2,229,77,0
0.000339,3,1,0.0,0.0,2,429,77,0
0.007922,3,1,0.0,0.0,2,221,74,0
0.005625,3,1,0.0,0.0,2,305,74,0
0.039974,3,1,0.0,0.0,2,186,70,0
0.017598,3,1,0.0,0.0,2,429,77,0
0.080492,3,1,0.0,0.0,2,249,94,0
0.000586,3,1,0.0,0.0,2,186,70,0
0.055835,3,1,0.0,0.0,2,326,70,0
0.000205,3,1,0.0,0.0,2,249,94,0
0.000333,3,1,0.0,0.0,2,287,94,0
0.000193,3,1,0.0,0.0,2,224,76,0
0.114106,3,1,0.0,0.0,2,316,76,0
0.000339,3,1,0.0,0.0,2,240,81,0
0.00035,3,1,0.0,0.0,2,232,76,0
0.000333,3,1,0.0,0.0,2,208,79,0
0.000302,3,1,0.0,0.0,2,208,79,0
0.000437,3,1,0.0,0.0,2,340,81,0
0.000232,3,1,0.0,0.0,2,276,79,0
0.000156,3,1,0.0,0.0,2,232,76,0
0.000309,3,1,0.0,0.0,2,324,76,0
0.000457,3,1,0.0,0.0,2,324,76,0
0.000286,3,1,0.0,0.0,2,232,76,0
0.000414,3,1,0.0,0.0,2,324,76,0
0.000351,3,1,0.0,0.0,2,251,85,0
0.097263,3,1,0.0,0.0,2,417,85,0
471.439,2,16,0.0,0.0,32,5228,3714,0
0.019282,2,9,0.0,0.0,7,478,272,0
0.000339,3,1,0.0,0.0,2,400,74,0
0.017651,2,9,0.0,0.0,6,412,272,0
0.000446,3,1,0.0,0.0,2,244,81,0
0.212527,2,14,0.0,0.0,10,1219,549,0
0.000463,3,1,0.0,0.0,2,400,74,0
0.019061,2,9,0.0,0.0,7,478,272,0
0.019764,3,1,0.0,0.0,2,400,74,0
